,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
11384,22,334,0,1,336661,1994,0,0,0,1.6,0,0,0,1,750.0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,45
11385,22,338,0,2,120000,1993,2,0,1,2.5,7,0,0,2,2000.0,1,4,5,14,1,0,0,0,0,0,0,0,0,0,87
11386,22,334,0,3,213000,2013,0,0,0,1.6,2,0,0,1,8550.0,0,0,8,1,0,1,0,0,0,1,0,1,1,0,42
11387,22,334,0,0,222222,1993,0,0,0,1.8,2,0,0,1,1185.61,1,3,4,6,0,0,1,0,0,0,0,0,0,1,60
11388,22,339,1,7,269000,1998,0,0,0,2.0,0,0,0,1,790.0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,171
11389,22,334,0,7,314000,2008,2,0,1,2.0,0,0,0,1,8750.0,0,0,11,2,0,1,0,0,0,0,0,1,0,0,47
11390,22,338,0,2,357000,2002,2,0,1,2.0,7,0,0,1,4900.0,0,4,11,14,0,1,0,0,0,0,0,0,0,0,167
11391,22,339,0,1,280000,1998,2,0,1,1.8,3,0,0,1,1400.0,1,0,6,15,0,0,0,0,0,0,0,0,0,1,67
11392,22,334,0,3,240000,2010,0,0,0,2.0,2,0,0,1,6299.0,0,0,9,3,0,1,0,0,0,1,0,0,1,0,45
11393,22,334,0,1,190000,1996,0,0,0,1.6,2,0,0,1,1200.0,0,2,4,5,0,1,0,0,0,0,0,0,0,0,57
11394,22,334,0,8,280000,1993,0,0,0,1.8,3,0,0,1,735.08,1,4,11,1,1,0,0,0,0,0,0,0,0,0,43
11395,22,355,0,3,200000,1998,0,0,0,1.4,9,0,0,1,1600.0,0,4,5,1,0,1,0,0,0,0,0,0,0,1,43
11396,22,340,0,0,394000,1998,1,1,0,2.3,5,0,0,1,4050.0,0,5,8,9,0,1,0,0,0,0,0,0,0,0,54
11397,22,334,0,1,430000,1996,0,0,0,2.0,3,0,0,1,1422.74,1,0,7,1,0,0,0,0,0,0,0,0,0,1,43
11398,22,334,0,0,291000,1996,0,0,0,1.8,3,0,0,1,711.37,0,1,6,2,1,0,0,0,0,0,0,0,0,0,72
11399,22,340,0,1,170000,2013,2,0,1,2.0,5,0,0,1,12900.0,0,0,11,1,0,1,0,0,0,1,0,1,1,1,43
11400,22,334,0,9,280000,1999,2,0,1,1.8,0,0,0,1,1750.0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,43
11401,22,338,0,3,148000,2012,2,0,1,2.2,6,0,0,1,20000.0,0,5,6,1,0,1,0,1,0,0,0,0,0,0,43
11402,22,334,0,0,360000,1998,2,0,1,1.8,2,0,0,1,1900.0,1,3,6,12,0,1,1,0,0,0,0,0,1,1,89
11403,22,335,1,8,321869,2003,0,0,0,2.0,3,0,0,1,1900.0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,44
11404,22,342,0,8,380000,1994,2,0,1,2.3,2,0,0,2,1950.0,0,5,11,5,0,0,0,0,0,0,0,0,0,1,119
11405,22,337,0,1,70000,1986,2,0,1,2.3,3,0,1,2,290.0,0,5,1,6,1,0,0,0,0,0,0,0,0,0,107
11406,22,347,0,0,260000,2010,2,0,1,1.6,5,0,0,1,8000.0,1,0,1,3,0,1,0,1,1,1,1,1,1,1,52
11407,22,335,0,0,408000,1999,2,0,1,1.8,0,0,0,1,2500.0,1,1,8,5,0,1,0,0,0,0,0,0,0,1,60
11408,22,338,0,1,350000,1991,2,0,1,2.5,6,0,0,2,1500.0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,89
11409,22,336,1,5,50000,2016,0,0,0,1.5,2,0,1,1,14000.0,0,0,17,25,0,1,1,1,1,1,1,1,1,1,132
11410,22,337,0,0,100000,2010,2,0,1,2.3,1,0,0,2,2700.0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,48
11411,22,334,0,4,325000,1993,2,0,1,1.8,0,0,0,1,700.0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,69
11412,22,337,0,4,400000,1986,0,0,0,2.0,3,0,0,2,550.0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,50
11413,22,338,0,5,390000,2012,2,0,1,2.2,7,0,0,1,12500.0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,45
11414,22,336,0,1,295000,2005,2,0,1,1.4,3,0,0,1,4500.0,0,0,9,10,0,1,0,0,0,0,0,0,0,0,89
11415,22,339,0,0,380000,1999,2,0,1,1.8,0,0,0,1,600.0,0,2,7,1,0,1,0,0,0,0,0,0,0,0,45
11416,22,334,0,0,298000,2001,0,0,0,1.8,3,0,0,1,3350.0,0,0,9,6,1,0,0,0,0,0,0,0,0,0,57
11417,22,334,0,1,209000,2005,0,0,0,2.0,2,0,0,1,3900.0,0,0,10,3,0,1,0,0,0,1,0,0,1,1,48
11418,22,334,0,2,200000,1993,0,0,0,1.6,2,0,0,1,500.0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,123
11419,22,339,0,3,360000,1994,0,0,0,1.6,3,0,0,1,900.0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,57
11420,22,334,0,0,200000,1995,0,0,0,1.8,3,0,0,1,1500.0,1,0,4,5,0,0,0,0,0,0,0,0,0,1,90
11421,22,335,0,0,227000,2006,0,0,0,1.8,2,0,0,1,4800.0,0,0,13,10,0,1,0,0,0,0,0,0,0,1,70
11422,22,334,0,8,380000,1998,2,0,1,1.8,0,0,0,1,1350.0,0,0,8,1,0,1,0,0,0,1,0,0,1,1,46
11423,22,332,0,1,380000,1996,2,0,1,1.8,3,0,0,1,990.0,0,4,9,4,1,0,0,0,0,0,0,0,0,0,51
11424,22,336,0,0,168000,2008,0,0,0,1.6,3,0,0,1,5000.0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,46
11425,22,335,1,3,132000,2012,0,0,0,1.6,2,0,0,1,8700.0,0,4,6,42,0,1,0,0,0,1,0,0,0,1,403
11426,22,334,1,1,315000,1997,0,0,0,1.8,2,0,0,1,1600.0,0,0,7,22,0,1,0,0,0,0,0,0,0,0,91
11427,22,339,0,2,200000,1995,0,0,0,1.0,3,0,0,1,800.0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,46
11428,22,334,0,9,378000,1997,0,0,0,1.8,0,0,0,1,1500.0,0,0,11,20,0,1,0,0,0,0,0,0,0,0,126
11429,22,334,0,3,331350,2001,0,0,0,1.8,2,0,0,1,3000.0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,76
11430,22,358,0,1,118000,2013,0,0,0,1.0,5,0,0,1,11650.0,0,0,8,2,0,1,1,1,1,1,1,1,1,1,61
11431,22,347,0,0,150000,2006,0,0,0,1.6,5,0,0,1,6000.0,0,0,7,2,0,1,0,0,0,1,0,0,0,1,61
11432,22,334,1,8,260800,1995,0,0,0,1.8,0,0,0,1,1600.0,1,0,2,91,1,0,0,0,0,0,0,0,0,0,2049
11433,22,335,0,0,355000,2001,2,0,1,1.8,3,0,0,1,2500.0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,50
11434,22,334,0,2,230000,1993,0,0,0,1.8,2,0,0,1,700.0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,47
11435,22,342,0,1,80000,1989,0,0,0,2.0,3,0,0,2,700.0,0,0,6,8,1,0,0,0,0,0,0,0,0,0,185
11436,22,339,0,7,1000000,1999,2,0,1,1.8,7,0,0,1,1450.0,1,1,9,2,0,0,0,0,0,0,0,0,0,1,60
11437,22,337,0,0,300000,1987,0,0,0,2.0,2,0,0,2,700.0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,47
11438,22,338,0,0,360000,2002,2,0,1,2.0,6,0,0,1,6200.0,0,4,12,2,0,1,1,0,0,1,0,1,0,0,60
11439,22,334,0,7,361847,1995,0,0,0,1.6,2,0,0,1,1100.0,0,2,11,16,0,0,0,0,0,0,0,0,1,0,89
11440,22,336,1,2,49895,2014,0,0,0,1.5,2,0,0,1,11999.0,1,5,12,1,0,1,0,0,0,0,0,1,1,1,47
11441,22,334,0,5,305000,1998,0,0,0,2.0,3,0,0,1,1750.0,0,0,15,1,0,1,0,0,0,0,0,0,1,0,48
11442,22,364,0,4,345000,1988,0,0,0,1.4,2,0,0,1,700.0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,48
11443,22,338,0,2,150000,1994,2,0,1,2.5,6,0,0,2,1200.0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,48
11444,22,338,0,7,340000,2001,2,0,1,2.0,6,0,0,1,4800.0,0,4,5,3,1,0,0,0,0,0,0,0,0,0,69
11445,22,332,0,1,251350,1991,0,0,0,1.3,3,0,1,1,270.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,48
11446,22,335,0,0,279000,1991,0,0,0,1.4,3,0,0,1,1750.0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,48
11447,22,353,0,3,260000,2007,2,0,1,2.0,5,0,0,1,9500.0,1,2,7,2,0,1,0,1,1,0,0,0,0,1,67
11448,22,348,0,7,74500,2015,2,0,1,2.2,6,0,0,1,23800.0,0,0,9,1,0,1,0,0,0,1,0,1,1,0,48
11449,22,334,0,4,310000,2002,0,0,0,2.0,2,0,0,1,3000.0,0,5,3,3,0,1,0,0,1,0,0,0,0,1,88
11450,22,353,0,3,280000,2008,0,0,0,2.0,5,0,0,1,9500.0,0,0,7,5,0,1,0,0,0,1,1,1,0,1,85
11451,22,335,1,0,193121,2000,0,0,0,2.0,3,0,0,1,2700.0,0,0,6,12,0,1,0,0,0,0,0,0,0,1,99
11452,22,342,0,5,250000,1995,0,0,0,2.0,2,0,0,2,600.0,1,2,4,7,0,1,0,0,0,0,0,0,0,1,59
11453,22,338,0,0,240000,2010,2,0,1,2.2,6,0,0,1,13200.0,0,0,8,1,0,1,0,0,0,0,0,0,1,0,49
11454,22,364,0,1,100000,1989,0,0,0,1.4,2,0,0,1,300.0,1,2,6,1,0,1,1,0,1,1,1,1,1,1,49
11455,22,340,0,7,380000,1997,2,0,1,1.9,5,0,0,1,3793.99,0,3,19,2,1,0,0,0,0,0,0,0,0,0,115
11456,22,335,0,4,175000,2006,0,0,0,2.0,2,0,0,1,5500.0,0,0,5,10,0,1,0,0,0,1,0,0,0,1,72
11457,22,344,1,1,105000,2005,0,0,0,4.0,10,0,0,2,15999.0,1,0,16,67,0,1,0,0,1,1,1,1,1,1,766
11458,22,334,0,1,284000,1996,0,0,0,1.8,3,0,0,1,850.0,0,0,3,25,1,0,0,0,0,0,0,0,0,0,230
11459,22,340,1,1,340000,2000,2,0,1,1.9,5,0,0,1,4999.0,0,2,8,1,0,1,0,0,0,1,0,0,0,1,50
11460,22,335,0,2,124000,2015,2,0,1,1.5,3,0,0,1,12800.0,0,0,8,2,0,1,0,1,0,0,1,1,1,1,57
11461,22,340,0,0,286000,2005,2,0,1,1.9,5,0,0,1,7000.0,0,0,6,23,0,0,0,0,0,0,0,0,0,1,233
11462,22,334,0,8,240000,1994,0,0,0,1.8,2,0,0,1,300.0,0,5,5,2,1,0,0,0,0,0,0,0,0,0,127
11463,22,340,0,3,257000,2007,2,0,1,2.0,5,0,0,1,9300.0,0,0,13,2,0,1,0,1,0,1,1,1,1,1,66
11464,22,338,0,5,200000,1991,1,1,0,2.0,6,0,0,1,2300.0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,89
11465,22,333,0,0,120000,2005,0,0,0,2.3,1,0,0,1,6200.0,0,2,6,5,0,1,0,0,0,0,0,0,0,1,158
11466,22,339,0,1,320000,1995,0,0,0,1.4,0,0,0,1,1350.0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,88
11467,22,334,0,1,453623,1997,0,0,0,1.8,0,0,0,1,1300.0,1,0,6,12,1,0,0,0,0,0,0,0,0,0,88
11468,22,336,1,5,80000,2014,0,0,0,1.5,2,0,0,1,11800.0,1,0,13,21,0,1,0,0,0,0,0,1,1,1,87
11469,22,353,0,3,250000,2006,0,0,0,2.5,5,0,0,1,3500.0,0,4,4,3,0,1,0,0,0,0,0,0,0,0,63
11470,22,333,1,2,91000,2012,0,0,0,1.6,1,0,0,1,12300.0,0,0,14,2,0,1,0,0,0,0,0,1,1,1,57
11471,22,340,0,1,340000,1998,0,0,0,2.0,5,0,0,1,2100.0,1,0,8,1,0,0,0,0,0,1,0,0,0,0,51
11472,22,338,0,1,350000,1992,2,0,1,2.5,7,0,0,2,2500.0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,51
11473,22,337,0,1,358000,1986,2,0,1,2.3,3,0,0,2,300.0,0,5,3,8,1,0,0,0,0,0,0,0,0,0,63
11474,22,336,1,0,101000,2014,0,0,0,1.5,2,0,0,1,10500.0,0,0,22,5,0,1,1,1,0,0,0,1,1,1,56
11475,22,338,0,1,400000,1990,2,0,1,2.5,6,0,0,2,1500.0,1,3,8,1,1,0,0,0,0,0,0,0,0,0,51
11476,22,335,0,2,317041,2002,0,0,0,2.0,3,0,0,1,2000.0,1,2,7,6,0,0,0,0,0,0,0,0,1,1,99
11477,22,340,0,0,379000,2000,0,0,0,2.3,5,0,0,1,4700.0,0,0,9,32,0,1,0,1,0,1,0,0,1,1,270
11478,22,335,0,3,350000,2001,2,0,1,1.8,0,0,0,1,2655.79,1,3,6,5,0,1,0,0,0,1,0,0,0,1,57
11479,22,334,0,1,250000,1996,0,0,0,1.8,0,0,0,1,1161.91,1,0,8,15,0,1,0,0,0,0,0,0,0,0,114
11480,22,333,1,8,120000,2013,0,0,0,1.6,1,0,0,0,10500.0,1,0,20,6,0,1,0,0,0,0,1,1,1,1,86
11481,22,335,0,0,212000,2007,2,0,1,1.6,0,0,0,1,6100.0,0,3,14,4,0,1,0,0,0,0,0,0,1,0,87
11482,22,335,0,7,120000,2012,0,0,0,1.6,2,0,0,1,8500.0,1,2,7,5,0,1,0,0,0,1,0,0,0,0,71
11483,22,333,1,4,145000,2013,0,0,0,2.0,1,0,0,1,13700.0,0,0,7,4,0,1,0,1,1,1,0,1,1,1,60
11484,22,371,0,11,250000,1998,2,0,1,1.8,7,0,0,1,1350.0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,70
11485,22,332,0,5,300000,1996,0,0,0,1.3,3,0,0,1,1150.0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,52
11486,22,338,0,1,333000,1991,2,0,1,2.5,7,0,0,2,6200.0,0,0,11,5,1,0,0,0,0,0,0,0,0,0,61
11487,22,364,0,1,458756,1991,0,0,0,1.6,2,0,0,1,600.0,1,0,9,11,1,0,0,0,0,0,0,0,0,0,110
11488,22,347,0,5,365000,2007,0,0,0,1.8,3,0,0,1,5200.0,0,0,4,8,0,1,0,0,0,1,0,0,0,1,87
11489,22,334,0,4,436000,1993,0,0,0,1.8,4,0,0,1,1200.0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,62
11490,22,334,0,1,400000,1994,1,1,0,1.8,0,0,0,1,1200.0,0,2,5,5,0,0,0,0,0,0,0,0,0,1,74
11491,22,342,0,0,327000,1987,0,0,0,2.0,3,0,0,2,650.0,1,2,6,6,0,0,0,0,0,0,0,0,1,1,62
11492,22,335,0,4,300000,2002,2,0,1,1.8,3,0,0,1,3600.0,1,3,7,5,0,1,0,0,0,0,1,1,1,1,71
11493,22,334,1,0,380000,2002,2,0,1,2.0,2,0,0,1,5000.0,0,0,6,21,0,1,1,1,1,1,0,0,1,1,90
11494,22,335,1,4,155000,2008,0,0,0,1.6,2,0,0,1,5200.0,0,4,5,61,0,1,0,1,1,1,0,1,1,1,311
11495,22,334,0,7,55555,1996,2,0,1,1.8,0,0,0,1,850.0,1,3,7,2,1,0,0,0,0,0,0,0,0,0,55
11496,22,338,0,7,317000,2002,2,0,1,2.0,6,0,0,1,5800.0,1,0,12,2,1,0,0,0,0,0,0,0,0,0,56
11497,22,337,0,2,500250,1987,0,0,0,1.8,0,0,0,2,600.0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,98
11498,22,334,0,4,342000,2007,2,0,1,1.8,2,0,0,1,6900.0,0,1,10,43,0,1,0,0,0,0,0,1,1,1,117
11499,22,338,0,7,486000,1998,2,0,1,2.5,6,0,0,2,3750.0,0,0,7,26,1,0,0,0,0,0,0,0,0,0,123
11500,22,335,1,5,250000,1999,0,0,0,2.0,2,0,0,1,2300.0,1,0,6,8,0,1,0,0,0,0,0,0,0,1,77
11501,22,365,0,2,300000,1991,0,0,0,2.2,9,0,0,1,1700.0,0,0,7,10,0,0,0,0,1,0,0,0,0,1,78
11502,22,334,0,1,111111,1998,0,0,0,2.0,0,0,0,1,663.95,1,0,4,4,0,1,0,0,0,0,0,0,0,1,83
11503,22,340,1,7,258764,2002,2,0,1,1.9,5,0,0,1,5500.0,0,0,11,1,0,1,0,0,0,1,0,0,0,0,53
11504,22,335,0,0,360000,2001,2,0,1,1.8,0,0,0,1,2100.0,1,0,4,1,0,1,0,0,0,0,0,0,1,1,54
11505,22,335,0,8,440000,1998,0,0,0,2.0,3,0,0,1,1800.0,0,0,6,9,0,1,1,0,0,0,0,0,0,0,79
11506,22,334,0,3,130000,2012,0,0,0,2.0,2,0,0,1,9000.0,1,2,12,7,0,1,0,0,0,1,0,0,1,1,90
11507,22,339,0,2,220000,1991,0,0,0,1.4,3,0,0,1,850.0,0,5,9,2,1,0,0,0,0,0,0,0,0,0,55
11508,22,335,0,2,257495,2005,0,0,0,2.0,2,0,0,1,2700.0,1,0,4,69,1,0,0,0,0,0,0,0,0,0,482
11509,22,332,0,8,320000,1993,0,0,0,1.3,3,0,0,1,350.0,0,0,3,141,1,0,0,0,0,0,0,0,0,0,280
11510,22,366,1,5,225308,1999,0,0,0,3.8,5,0,0,1,4000.0,1,0,6,1,0,1,1,0,0,0,1,1,0,1,54
11511,22,334,0,0,300000,1994,0,0,0,1.8,2,0,0,1,1700.0,0,3,14,1,0,0,0,0,0,0,0,0,0,1,54
11512,22,338,0,7,358965,1996,2,0,1,2.5,6,0,0,2,3000.0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,75
11513,22,338,0,7,500000,2003,2,0,1,2.0,7,0,0,1,4500.0,0,4,10,16,1,0,0,0,0,0,0,0,0,0,173
11514,22,332,0,8,300000,1996,0,0,0,1.3,3,0,0,1,1265.0,0,5,10,1,1,0,0,0,0,0,0,0,0,0,54
11515,22,339,0,5,293000,1997,0,0,0,1.8,0,0,0,1,2900.0,0,0,7,38,0,1,0,0,0,0,0,0,0,1,163
11516,22,335,0,5,180000,2003,0,0,0,1.8,2,0,0,1,3301.76,0,5,9,2,0,1,0,0,0,0,1,0,0,1,66
11517,22,334,0,1,411000,1999,2,0,1,1.8,0,0,0,1,1800.0,0,5,10,2,0,1,0,1,0,1,0,0,0,0,60
11518,22,335,0,7,160000,2011,0,0,0,1.6,2,0,0,1,6200.0,0,0,9,1,0,1,0,0,0,0,0,1,0,1,55
11519,22,332,0,9,11500,2007,0,0,0,1.6,3,0,0,1,4400.0,0,0,8,1,0,1,0,0,0,1,0,0,1,1,55
11520,22,338,0,7,300000,1989,1,1,0,2.0,6,0,0,2,1300.0,1,2,4,4,0,0,1,0,0,0,0,0,0,0,85
11521,22,334,0,9,500000,1999,2,0,1,1.8,0,0,0,1,1700.0,1,2,6,2,0,0,0,0,0,1,0,0,0,1,59
11522,22,339,0,0,300000,1997,0,0,0,1.6,0,0,0,1,400.0,1,4,9,1,0,1,0,0,0,0,0,0,0,0,55
11523,22,347,0,1,200000,2005,0,0,0,2.0,5,0,0,1,5700.0,0,1,5,4,0,1,0,0,0,1,0,0,0,1,62
11524,22,335,0,8,240000,2005,0,0,0,1.6,0,0,0,1,3999.0,0,0,13,75,0,1,0,0,0,1,0,0,0,0,176
11525,22,334,0,8,380000,1998,2,0,1,1.8,0,0,0,1,1350.0,0,0,8,1,0,0,0,0,0,1,0,0,1,1,55
11526,22,336,1,5,125000,2015,0,0,0,1.5,2,0,0,1,11300.0,0,0,7,7,0,1,0,1,0,0,0,1,1,1,81
11527,22,335,0,0,173000,2011,0,0,0,1.6,3,0,0,1,6600.0,1,0,5,5,0,1,1,0,0,0,0,0,0,1,84
11528,22,335,0,2,200000,2004,0,0,0,1.6,0,0,0,1,2999.0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,55
11529,22,339,0,0,250000,1998,2,0,1,1.8,0,0,0,1,850.0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,55
11530,22,347,0,1,215000,2007,0,0,0,2.0,5,0,0,1,6900.0,1,0,6,2,0,1,1,1,0,0,1,1,1,1,61
11531,22,338,0,8,400000,1995,1,1,0,2.0,6,0,0,2,2350.0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,63
11532,22,353,0,4,240000,2007,0,0,0,2.0,5,0,0,1,6999.0,0,0,14,2,0,1,1,1,1,1,0,1,1,1,57
11533,22,334,0,8,318000,1996,2,0,1,1.8,0,0,0,1,1356.0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,88
11534,22,340,0,1,346000,1996,0,0,0,2.0,5,0,0,1,3100.0,0,5,7,6,0,1,0,0,0,0,0,0,0,0,88
11535,22,334,0,4,250000,2008,1,1,0,2.0,2,0,0,1,5700.0,1,4,10,40,0,1,1,0,1,1,1,0,1,0,428
11536,22,334,0,0,390000,2001,2,0,1,2.0,0,0,0,1,4500.0,0,0,2,8,0,1,0,0,0,0,0,0,0,1,75
11537,22,333,1,0,190000,2007,3,0,0,2.3,1,0,0,1,9000.0,0,2,3,4,0,1,0,0,0,0,0,0,0,1,63
11538,22,334,1,0,370000,2005,2,0,1,2.0,0,0,0,1,4800.0,0,0,6,7,0,1,0,0,0,0,0,0,0,1,91
11539,22,338,0,7,180784,1994,2,0,1,2.5,6,0,0,2,2000.0,0,0,8,6,1,0,0,0,0,0,0,0,0,0,110
11540,22,341,0,5,103000,2015,2,0,1,2.0,1,0,0,1,15200.0,0,0,10,4,0,1,0,1,1,1,1,1,1,1,69
11541,22,334,0,3,350000,1997,2,0,1,1.8,3,0,0,1,1500.0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,59
11542,22,364,0,1,500000,1991,0,0,0,1.4,2,0,1,1,569.1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,89
11543,22,336,0,2,186000,2008,0,0,0,1.4,3,0,0,1,5150.0,0,3,6,1,0,0,0,0,0,0,0,0,0,1,56
11544,22,353,1,4,206000,2011,2,0,1,2.0,3,0,0,1,15000.0,0,0,4,1,0,1,1,1,0,0,0,0,0,1,57
11545,22,340,0,1,320000,1997,1,1,0,2.3,5,0,0,1,3900.0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,57
11546,22,339,0,7,254000,1999,2,0,1,1.8,0,0,0,1,800.0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,57
11547,22,336,1,0,240000,2007,0,0,0,2.3,2,0,0,1,3600.0,0,0,3,2,0,1,1,1,0,1,0,1,1,1,59
11548,22,334,0,1,390000,1996,1,1,0,1.8,0,0,0,1,450.0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,63
11549,22,336,1,5,112000,2013,0,0,0,1.5,2,0,0,1,12800.0,1,0,8,1,0,1,0,0,1,1,1,1,1,1,57
11550,22,340,0,1,247505,1998,1,1,0,2.3,5,0,0,1,4000.0,0,3,3,1,0,1,1,0,0,1,0,0,0,0,57
11551,22,334,0,3,412000,2001,2,0,1,2.0,0,0,0,1,2700.0,0,0,4,2,0,1,0,1,0,1,0,0,1,1,60
11552,22,335,0,1,195700,2004,0,0,0,1.6,2,0,0,1,5500.0,0,4,5,1,0,1,0,0,0,0,0,0,1,0,57
11553,22,338,0,7,300000,1991,2,0,1,2.5,6,0,0,2,2550.0,1,2,6,1,1,0,0,0,0,0,0,0,0,0,57
11554,22,336,1,1,70811,2016,0,0,0,1.5,2,0,0,1,12900.0,1,0,5,2,0,1,1,1,1,1,1,1,1,1,58
11555,22,335,0,3,236000,2007,2,0,1,1.8,2,0,0,1,4950.0,0,1,14,1,0,1,0,0,0,0,0,0,0,0,57
11556,22,338,0,7,370000,1986,2,0,1,2.5,6,0,0,2,4500.0,0,4,4,5,1,0,0,0,0,0,0,0,0,0,71
11557,22,335,0,1,230000,2002,0,0,0,1.6,3,0,0,1,7000.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,57
11558,22,334,0,5,160000,2011,0,0,0,2.0,0,0,0,1,10500.0,0,0,13,4,0,1,0,0,0,1,0,1,1,1,75
11559,22,335,0,0,290000,2001,2,0,1,1.8,3,0,0,1,2500.0,0,2,15,47,0,1,0,0,0,0,0,0,0,1,215
11560,22,334,0,5,390000,2002,2,0,1,2.0,0,0,0,1,3000.0,1,0,7,14,0,1,0,0,0,0,0,0,1,0,419
11561,22,335,0,5,257000,2008,0,0,0,1.6,3,0,0,1,5350.0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,57
11562,22,335,0,8,188000,2008,0,0,0,1.6,3,0,0,1,6100.0,0,0,9,5,0,1,1,0,0,1,0,1,1,1,83
11563,22,338,0,1,345000,1990,2,0,1,2.5,6,0,0,2,1750.0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,57
11564,22,334,0,3,130000,2006,0,0,0,1.8,2,0,0,1,4700.0,0,0,12,1,0,1,0,0,0,1,0,0,0,1,57
11565,22,339,0,2,150000,1996,0,0,0,1.6,3,0,0,1,300.0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,57
11566,22,335,0,5,185000,2009,2,0,1,1.6,0,0,0,1,6700.0,0,0,4,8,0,1,0,0,0,0,0,0,1,0,85
11567,22,335,1,0,250000,2001,0,0,0,1.6,3,0,0,1,2500.0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,57
11568,22,340,0,8,460000,1999,2,0,1,1.9,5,0,0,1,3000.0,0,0,6,1,0,1,0,1,0,1,0,0,0,0,57
11569,22,353,0,4,155000,2008,2,0,1,1.8,5,0,0,1,9350.0,0,0,6,1,0,1,0,0,0,0,1,1,1,0,57
11570,22,362,0,5,150000,1994,1,1,0,2.4,1,0,0,0,2150.0,1,0,3,13,0,0,1,0,0,0,0,0,0,1,152
11571,22,332,0,3,113240,2010,0,0,0,1.2,3,0,0,1,7100.0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,57
11572,22,335,1,4,2090,2019,0,0,0,1.6,3,0,0,1,18021.43,1,0,12,1,0,1,1,1,0,1,0,1,1,1,58
11573,22,353,1,3,120000,2012,0,0,0,2.0,5,0,0,1,14500.0,0,2,16,1,0,1,1,1,1,1,1,1,1,1,58
11574,22,339,0,3,380000,1992,0,0,0,1.6,3,0,0,1,300.0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,58
11575,22,334,0,9,358000,1996,2,0,1,1.8,2,0,0,1,1000.0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,58
11576,22,347,0,3,180000,2007,0,0,0,1.8,5,0,0,1,6000.0,0,2,5,1,0,1,0,0,0,1,0,0,0,1,58
11577,22,337,0,7,93720,1989,0,0,0,2.0,0,0,0,2,403.11,0,3,5,1,1,0,0,0,0,0,0,0,0,0,58
11578,22,339,0,2,75000,1995,0,0,0,1.8,3,0,0,1,1200.0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,62
11579,22,340,0,2,300000,1997,1,1,0,2.3,5,0,0,1,3500.0,0,5,7,1,0,1,0,0,0,0,0,0,0,1,58
11580,22,332,1,0,158000,2003,2,0,1,1.6,3,0,0,1,5500.0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,58
11581,22,353,0,4,147000,2008,2,0,1,2.0,5,0,0,1,10700.0,0,0,2,1,0,1,0,1,1,0,1,1,1,1,58
